,address,postal_code,rest_name,average_cost,additional_info,rating,rating_category,review,review_date_time,user_name
592,"Madison Square Park, 23rd & Madison, New York, NY 10010",NY 10010,Shake Shack,30,"['Takeout Available', 'Wine and Beer', 'Outdoor Seating', 'Dog Friendly', 'Gluten Free Options']",4.9,excellent,"Vegetarians are catered for with the ?Shroom Burger. This is served with simple lettuce and tomato. ...
Read full post on nouveaupotato.blogspot.com",8-Mar-14,Elisa
593,"Madison Square Park, 23rd & Madison, New York, NY 10010",NY 10010,Shake Shack,30,"['Takeout Available', 'Wine and Beer', 'Outdoor Seating', 'Dog Friendly', 'Gluten Free Options']",4.9,excellent,"The buns are sweeter (and shiny) like nothing we get here normally in Australia and the beef patties were the perfect size to be a glutton and indulge in two (double double= two beef patties  two slices of cheese). Americans also have this cheese called, wait for it... American cheese. It's strangely orange, rather plasticy but melts perfectly over the entire burger and makes it heavenly. The ""animal style"" in the name of the burger is the name given to this special tangy sauce thats add ...
Read full post on champagneforthepain.blogspot.com",31-Jan-14,Olie And Coco
594,"Madison Square Park, 23rd & Madison, New York, NY 10010",NY 10010,Shake Shack,30,"['Takeout Available', 'Wine and Beer', 'Outdoor Seating', 'Dog Friendly', 'Gluten Free Options']",4.9,excellent,"NEGATIVE
   Just okay. I give the burgers a solid meh.",30-Nov-13,Julian
595,"Madison Square Park, 23rd & Madison, New York, NY 10010",NY 10010,Shake Shack,30,"['Takeout Available', 'Wine and Beer', 'Outdoor Seating', 'Dog Friendly', 'Gluten Free Options']",4.9,excellent,"POSITIVE
   The best things in life are greasy. Admittedly it has been a while, and I forgot to write a review at the time, but ate here a couple of times last November very shortly after Hurricane Sandy. The outside heaters weren't working due to water damage, but we braved the cold (along with the masses). I tried a few different burgers, the cheese fries and the chocolate and vanilla shakes, and everything was truly heavenly. The tastiest meat, best buns, delicious fries and the best shakes I've had. I wish shake shack would open up in Oz!!",25-Oct-13,Hannah Budge
596,"Madison Square Park, 23rd & Madison, New York, NY 10010",NY 10010,Shake Shack,30,"['Takeout Available', 'Wine and Beer', 'Outdoor Seating', 'Dog Friendly', 'Gluten Free Options']",4.9,excellent,"RATED
  A number of people had told me Shake Shack burgers are the best in the world. While others said In-And-Out on the west coast are better, all agreed Shake Shack was a must-do when in New York. I love a good burger and was not going to miss out on trying potentially the world?s best burger. Shake Shack flew straight to the top of my New York eats list. ...
Read full post on afoodstory.com.au",22-Oct-13,A Food Story
597,"Madison Square Park, 23rd & Madison, New York, NY 10010",NY 10010,Shake Shack,30,"['Takeout Available', 'Wine and Beer', 'Outdoor Seating', 'Dog Friendly', 'Gluten Free Options']",4.9,excellent,"I ordered the shack burger and it was good cheese burger but sadly, I didn't think it was as good as I thought it would of been. The bun was soft and I enjoyed the melted cheese on the angus beef patty but I thought something was missing from that burger. Maybe it was because the fattie in me that wanted something more mean and nasty heh. ...
Read full post on foodisourreligion.com",20-Oct-13,Shanshan Lam
598,"Madison Square Park, 23rd & Madison, New York, NY 10010",NY 10010,Shake Shack,30,"['Takeout Available', 'Wine and Beer', 'Outdoor Seating', 'Dog Friendly', 'Gluten Free Options']",4.9,excellent,"Of course, the real star attraction was the burger itself. I know. I doesn?t look like much. It looks like it could just as easily be served at any old fast food outlet, but pictures really don?t do it justice. The ShackBurger is cooked medium and is incredibly juicy. It helps that there are no hormones and no antibiotics in the 100% all-natural Angus beef. There?s just the right blend in there, offering plenty of beefy flavor. I am glad I went with the double-patty, though, as a single patty may not have cut the mustard. ...
Read full post on btr.michaelkwan.com",7-Oct-13,Michael Kwan
599,"Madison Square Park, 23rd & Madison, New York, NY 10010",NY 10010,Shake Shack,30,"['Takeout Available', 'Wine and Beer', 'Outdoor Seating', 'Dog Friendly', 'Gluten Free Options']",4.9,excellent,"Even without the hot lava of melted cheese across the top, the crinkle cut fries are addictive, with crunchy outsides and fluffy innards. The cheese sauce - a mix of cheddar and American cheeses - just makes it even better. ...
Read full post on grabyourfork.blogspot.com",2-Oct-13,Helen | Grab Your Fork
600,"Madison Square Park, 23rd & Madison, New York, NY 10010",NY 10010,Shake Shack,30,"['Takeout Available', 'Wine and Beer', 'Outdoor Seating', 'Dog Friendly', 'Gluten Free Options']",4.9,excellent,"POSITIVE
   Great mud range burger. In the vein of In n out. Tasty meat tasty cheese nothing fancy done well. Great shakes.",25-Sep-13,Chandrew
601,"Madison Square Park, 23rd & Madison, New York, NY 10010",NY 10010,Shake Shack,30,"['Takeout Available', 'Wine and Beer', 'Outdoor Seating', 'Dog Friendly', 'Gluten Free Options']",4.9,excellent,"A smoke shack ($6.25), fries and a fair shake. We arrived early in the day, around 11am, well before the rush, so the line was short and freely moving. The buns are soft and minimally toasted, I suspect they are five minutes from becoming soggy, which seem to be the main complaint levelled at these burgers.  I had no complaints and indeed could be heard groaning with delight. Yes. http://feeds.feedburner.com/WinoSapien Click here for the original context ...
Read full post on wino-sapien.blogspot.com",15-Sep-13,Edward
602,"Madison Square Park, 23rd & Madison, New York, NY 10010",NY 10010,Shake Shack,30,"['Takeout Available', 'Wine and Beer', 'Outdoor Seating', 'Dog Friendly', 'Gluten Free Options']",4.9,excellent,"I knew exactly what I wanted: a ShackBurger, cheese fries and a Chocolate Concrete, also known as the Shack Attack.  No doubt as the name suggests, you?ve gotta be prepared for something as intense as this.  Shack Attack comes with chocolate custard, fudge sauce, chocolate truffle cookie dough and Mast Brothers Shake Shack dark chocolate chunks and theeennn, it is all topped with chocolate sprinkles. In fact, the Shack Attack is so thick that if you turn it upside down, nothing comes out of the cup. Yeah, you hear me? ...
Read full post on dolcebunnie.blogspot.com",5-Sep-13,DolceBunnie
604,"Madison Square Park, 23rd & Madison, New York, NY 10010",NY 10010,Shake Shack,30,"['Takeout Available', 'Wine and Beer', 'Outdoor Seating', 'Dog Friendly', 'Gluten Free Options']",4.9,excellent,"POSITIVE
   Best Burgers!. Seriously whats not to love about this place!! Hands down best burger joint I've been to! Definitely have to order the thick-shake with your meal... delicious!!",16-Aug-13,Tash Loves Food
605,"Madison Square Park, 23rd & Madison, New York, NY 10010",NY 10010,Shake Shack,30,"['Takeout Available', 'Wine and Beer', 'Outdoor Seating', 'Dog Friendly', 'Gluten Free Options']",4.9,excellent,"POSITIVE
   Hands down one of the most delicious cheese burgers.",8-Aug-13,Tastymontreal
606,"Madison Square Park, 23rd & Madison, New York, NY 10010",NY 10010,Shake Shack,30,"['Takeout Available', 'Wine and Beer', 'Outdoor Seating', 'Dog Friendly', 'Gluten Free Options']",4.9,excellent,"The meat patty was grilled a perfect medium rare and had just the right texture by being a little firm but still juicy and tender. The lettuce and tomato were fresh, but I would have liked a little more tomato in my burger as it got lost a little. The Shake Shack sauce was OK, but I would like liked it to be a little punchier and I would have like the cheese to be a little stronger. When combined the flavours worked well together and it was a good burger overall. We really enjoyed the vanilla shakes too. ...
Read full post on foodmeupscotty.com",31-Jul-13,FoodMeUpScotty
607,"Madison Square Park, 23rd & Madison, New York, NY 10010",NY 10010,Shake Shack,30,"['Takeout Available', 'Wine and Beer', 'Outdoor Seating', 'Dog Friendly', 'Gluten Free Options']",4.9,excellent,"RATED
  Its a Step-Up from McDonalds. Coming from Toronto - I tried Shake Shack for the first time this summer. While good - I think it's at best a step up from McDonalds. The fries are nice and crispy though :)

Like the concept - but the food is okay at best.",24-Jul-13,LoveCheese
608,"Madison Square Park, 23rd & Madison, New York, NY 10010",NY 10010,Shake Shack,30,"['Takeout Available', 'Wine and Beer', 'Outdoor Seating', 'Dog Friendly', 'Gluten Free Options']",4.9,excellent,"NEGATIVE
   Horrible ! I've been to many a shake shack & loved them all except this one who's standards are far below the others ! Soggy bun , chalky tasting shakes , before opening more locations the owner should think about raising the standard of this one",5-Jul-13,Foodie On The Run
609,"Madison Square Park, 23rd & Madison, New York, NY 10010",NY 10010,Shake Shack,30,"['Takeout Available', 'Wine and Beer', 'Outdoor Seating', 'Dog Friendly', 'Gluten Free Options']",4.9,excellent,"I have been hearing about Shake Shack for a while now and have been very eager to try their hamburgers. During Day 1 of the group's walking tour of Manhattan, we ended up at lunchtime in the area of Madison Square Park and Eataly. I chose to have a hamburger and one of my travel mates NC joined me too. The others decided to hang around Eataly. When we arrived at Shake Shack we realised that the line was a lot longer than 15 minutes ago, when we first passed it. But we took the chance and queued up. It was a hot summer's day and one of the Shake Shack employees came out with a tray of iced water for the people who were queueing up to order. I thought that was a very nice gesture. We ordered a ShackBurger each which consisted of a cheeseburger with lettuce, tomato and a Shack sauce. We both ordered a single patty. On top of that we had Shack-made Lemonade. As we were running out of time plus we were heading to an afternoon tea later on, we decided to forgo ordering fries. But we did regr ...
Read full post on afoodiesjoy.blogspot.com",26-Jun-13,A Foodie's Joy
610,"Madison Square Park, 23rd & Madison, New York, NY 10010",NY 10010,Shake Shack,30,"['Takeout Available', 'Wine and Beer', 'Outdoor Seating', 'Dog Friendly', 'Gluten Free Options']",4.9,excellent,"RATED
  I Get It!. Beyond the marketing and the atmosphere of this location. This is a well seasoned rich and tender burger. For a small flattop grilled burger, this is one of the best that I've ever had. In a world of burger hype, this is a high volume place that delivers.",28-May-13,JEL
611,"Madison Square Park, 23rd & Madison, New York, NY 10010",NY 10010,Shake Shack,30,"['Takeout Available', 'Wine and Beer', 'Outdoor Seating', 'Dog Friendly', 'Gluten Free Options']",4.9,excellent,"POSITIVE
   Worth the Price, not the wait. Had to try this place because everyone was raving about it. Line up is so long, unless you get there early in the day. The cashier and counter staff is very friendly and the line do move quickly. Definitely affordable and quality is good. If you have time, to do to Eataly which is across the street for some ice cream
Overall experience: thumbs up",9-May-13,Purdey
613,"Madison Square Park, 23rd & Madison, New York, NY 10010",NY 10010,Shake Shack,30,"['Takeout Available', 'Wine and Beer', 'Outdoor Seating', 'Dog Friendly', 'Gluten Free Options']",4.9,excellent,"POSITIVE
   One of my favorite places. What's not to like about this place. I have frequented many of their locations around the city and always have a great experience each time. This particular time that I went over the weekend, everything was perfect. The fries were perfectly cooked, the burger condiments were the perfect amount. Of course this is a must try if you have not. And the are opening a new location in London this spring!",22-Apr-13,Kristen
614,"Madison Square Park, 23rd & Madison, New York, NY 10010",NY 10010,Shake Shack,30,"['Takeout Available', 'Wine and Beer', 'Outdoor Seating', 'Dog Friendly', 'Gluten Free Options']",4.9,excellent,"On our final day, we made it over to the Shake Shack at Madison Square Park for some tasty burgers, before ending the trip with more shopping on 5th Ave. ...
Read full post on kittybling.blogspot.com",13-Apr-13,Kitty Bling
615,"Madison Square Park, 23rd & Madison, New York, NY 10010",NY 10010,Shake Shack,30,"['Takeout Available', 'Wine and Beer', 'Outdoor Seating', 'Dog Friendly', 'Gluten Free Options']",4.9,excellent,"Our first legit meal in New York was at the famous Shake Shack. And my god IT WAS GOOD. We can never look at a burger the same way. Especially our school's burnt and dry burgers, don't think we could ever eat that stuff again (or even look at it...it's too pitiful.) ...
Read full post on foodishfetish.blogspot.com",12-Dec-12,Foodish Fetish
