review,rest_name,review_date_time,user_name
"It actually was a perfect meal, with no complaints, which may have been a first for me. Figuring out the magic for this burger is not easy. I asked the waiter about the beef blend used, but he too was unsure, he just noted that he knew they do use brisket in it. I figure they must use at least two or three different cuts to get this unique flavor and texture, probably one of which is short rib, which comes from my intense research. ...
Read full post on 954burgerboi.com",The Spotted Pig,23-Apr-12,954 Burger Boi
"The Spotted Pig is said to be New York's first gastropub. The menu consisted of about seven bar snacks ($4-$7), eleven specialty plates ($15-$18), five entrees ($17-$32), seven sides and five desserts ($8). The signature chargrilled burger w/ Roquefort cheese with shoestring fries ($17). ...
Read full post on foodsmackdown.com",The Spotted Pig,29-Mar-12,Food Smackdown
"The house specialty is, believe it or not, burgers. Our waitress told us that 75% of their sales are burgers - served one way: char-grilled, on a brioche bun, topped with crumbled Roquefort. Bloomfield exercises draconian control over the burger and mayonnaise is forbidden. ...
Read full post on braisedandconfused.com",The Spotted Pig,20-Mar-12,Jennifer Ho
"The Spotted Pig, a gastropub in the West Village. I had gnudi (the “g” is silent) on the brain – and no, I’m not getting fresh. The Pig’s sheep’s milk gnudi are light and airy ricotta creation prepared in brown butter and sage and floored me the first time I had them. But I called ahead and there was an hour and a half wait for a table. Not uncommon for a Gnudi-needy New York. Yes, they are that good! I must go back. And soon. ...
Read full post on missciaochow.com",The Spotted Pig,10-Mar-12,Miss Ciao Chow
"It's difficult to say that a burger is the best one you have had, I see the search of it as the one for the Holy Grail, but in some occasions as soon as you have a bite you know for sure that is in the top of the list. I was in New York and the restaurant scene there is massive, with plenty of options, so many restaurants in my list to visit, by just luck I read about this place in food and wine magazine, a pub in West Village that serves an outstanding burger, so I had to try it. The place a gastropub called The Spotted Pig , celebrity owners that includes Jay Z and Mario Batali but they were outshine for sure by chef April Bloomfield with her British cuisine influence that gave the Spotted their culinary level and even one Michelin star. The place is pretty packed no matter the time you go, the first night I couldn't find a table but I returned during brunch hours a couple days later, so plan in advance. ...
Read full post on theblogaboutnothinginlondon.blogspot.com",The Spotted Pig,26-Jan-12,Odo
,The Spotted Pig,7-Jan-12,MarkSF
"POSITIVE
   Spot the Spotted Pig!. Have been here since they started when it was really very small. My favorite is the gnudi with fried sage. No one has done this as good as they have. It hits the spot!",The Spotted Pig,4-Jan-12,Foodyholic
"POSITIVE
   Burger and Deviled Eggs, Yes!. Love the look of the place but what drives me wild is the burger with bleu cheese. It was mouthfuls of heaven. I had an order of deviled eggs on the side and they worked well too. Wonderful and prompt wait service. It was a great experience.",The Spotted Pig,26-Dec-11,Lepricano
"POSITIVE
   Burgers.... My friend literally had an orgasmic moment whilst savouring the final bites of this burger...I totally agree",The Spotted Pig,24-Dec-11,Alfy Lay
"asked for two macchiato (macchiati to be grammatically correct) the guy wasn’t quite sure what we were talking about. What we got was pretty damn close to the real thing. ...
Read full post on heneedsfood.com",The Spotted Pig,9-Dec-11,Heneedsfood
"POSITIVE
   OINK. Oink-a crowd pleaser.

facebook.com",The Spotted Pig,6-Dec-11,Bruce K. AKA Salt Of The Earth Projects
"...A worthy addition to the burger pantheon of this fine and finicky city, the clincher being the punchy and salty Roquefort (and my addition of some kicky mustard) wonderfully complimenting the premium ground beef's natural sweetness .... ...
Read full post on phude-nyc.com",The Spotted Pig,21-Oct-11,KAC Food
,The Spotted Pig,29-Sep-11,Mary Bloch
"The roquefort cheese was strong and delicious, and the beef patties superb. The shoestring fries are sprinkled with rosemary and there are small pieces of thin garlic chips scattered amongst the fries. Mmm... ...
Read full post on laurenlovestoeat.com",The Spotted Pig,28-Sep-11,Lauren
"POSITIVE
   Brilliant food! Loved the gnudi, pigs ears and the fries! We were very lucky to be seated when we arrived - I heard they sometimes have brutal lineups. Highly recommend this spot -very vibrant and busy!",The Spotted Pig,28-Sep-11,Soupmistress
"Although it’s considered so “last year” it was one of my New York highlights for brunch. The gnudi is a must try! ...
Read full post on followmefoodie.com",The Spotted Pig,26-Sep-11,FollowMeFoodie
"POSITIVE
   Loved the Spotted Pig. Despite a bit of a wait to get in, this place was well worth it. Divine food, great ambiance & good prices. Visited in 2009 from Australia. The gnudi were terrific. My companion's burger was top stuff too.",The Spotted Pig,19-Sep-11,Scarlett
"While I was a little underwhelmed by the food—I loved everything else. That’s enough to get me to go back at some point. I’m a tough critic maybe—but a whore for hope when something catches my fancy. The next time The Spotted Pig calls “Suey” I’ll come running. ...
Read full post on provokingthepalate.com",The Spotted Pig,15-Sep-11,Provoking The Palate
"POSITIVE
   The Pig. Had to try the favorites, started with the gnudi, roasted almonds & special fried peppers. The gnudi was great even better than The River Cafe, London where this dish was learn't. Bar snacks were good but salty of course. The burger tasty, but the fries were dissapointing.
Our calamari salad & stracciatella were both excellent.",The Spotted Pig,25-Aug-11,Chunky Monkey
"The Spotted Pig is a NYC hot spot that has been drawing crowds since opening its doors in 2004. Regarded as being NYCs first gastro pub, the Spotted Pig serves seasonal Italian and British dishes while striving to make use of local ingredients as often as possible. ...
Read full post on megayummo.com",The Spotted Pig,25-Aug-11,Mega Yummo
"POSITIVE
   Had my secon meal at The.... Had my second meal at The Spotted Pig and it was just as good as the first time. The beets and greens were unbelievable. My husband and I relished every bite. For my meal, I had a veal special that was off the charts. This restaurant is a must-visit if you are in NYC.

-----28 May, 2011-----
I would sacrifice a long-term friendship for the last deviled egg.",The Spotted Pig,19-Jul-11,Marci
"POSITIVE
   Love, Love This Place. It's always one of my stops while in NYC. Love the burger and the service has always been great. Highly recommend it!",The Spotted Pig,17-Jul-11,Brandi Willard
"NEGATIVE
   Eh, I wasnt impressed.. I heard great things about the burger at this place so I wanted to try it. In short not great and not terrible. The worst part about it was the wait. I had the deviled eggs appetizer and they were overpriced, $4.00 for 2 halves (1whole egg) and did not taste good to me. I waited 45 minutes for a table and the burger was simply OK. The fries were very salty and I like salty food but that was ridiculous. I probably wont go back. If the line was shorter I might but I dont need to wait 45 min for what I thought was an average burger. The service was good. Nothing to write home about but nothing to complain about either.",The Spotted Pig,14-Jul-11,ODawg
"POSITIVE
   Adore- shall wait.. Wish I didn't adore this place- wait was soooo long. Food so cozy and unique, I can't wait to go back and wait and shop around the block and wait some more.",The Spotted Pig,26-Jun-11,Kristin
"POSITIVE
   Great brunch. Had Brunch at he pig food was good, had deviled eggs, pancakes (which were awesome) burger, French toast, fried poached eggs, and frittatas, would recommend and would go back.",The Spotted Pig,12-Jun-11,Richard Hudman
"POSITIVE
   Amazing and Creative Menu. Great causal dinning with an amazing and creative menu. The burger is outstanding, I loved the bacon wrapped Pâté and the foie gras was decadent. You will be crammed into a tiny table with people on top of you, but in New York, where aren't there people on top of you. Overall great meal.",The Spotted Pig,16-May-11,JCW
